"site_id","species","count","UTM.EW","UTM.NS","Precipitation","Elevation","Age.cat","Geology","Habitat","Stream","EnvHet","x","y","x_n","y_n"
50,"Ochroma pyramidale",0,626653.967,1011968.985,2530,120,"c3","Tb","OldSlope","Yes",0.6368,-79.8472851787867,9.15298912632988,10,1
1,"Ocotea cernua",0,625753.967,1011568.985,2530,120,"c3","Tb","OldSlope","Yes",0.6272,-79.8554867797253,9.1493978042932,1,5
2,"Ocotea cernua",0,625753.967,1011668.985,2530,120,"c3","Tb","OldLow","Yes",0.3936,-79.855483888769,9.15030212433934,1,4
3,"Ocotea cernua",1,625753.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0,-79.8554809975149,9.15120644433956,1,3
4,"Ocotea cernua",1,625753.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0,-79.8554781059628,9.15211076429386,1,2
5,"Ocotea cernua",0,625753.967,1011968.985,2530,120,"c3","Tb","OldSlope","No",0.4608,-79.8554752141129,9.15301508420223,1,1
6,"Ocotea cernua",0,625853.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.0768,-79.8545767837962,9.14939493037555,2,5
7,"Ocotea cernua",1,625853.967,1011668.985,2530,120,"c3","Tb","OldLow","Yes",0.3808,-79.8545738905426,9.15029925013294,2,4
8,"Ocotea cernua",0,625853.967,1011768.985,2530,120,"c3","Tb","OldLow","Yes",0.2112,-79.8545709969909,9.1512035698444,2,3
9,"Ocotea cernua",1,625853.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0,-79.854568103141,9.15210788950995,2,2
10,"Ocotea cernua",0,625853.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0,-79.8545652089929,9.15301220912956,2,1
11,"Ocotea cernua",0,625953.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.4032,-79.8536667881653,9.14939205417497,3,5
12,"Ocotea cernua",2,625953.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8536638926143,9.15029637364337,3,4
13,"Ocotea cernua",5,625953.967,1011768.985,2530,120,"c3","Tb","OldLow","Yes",0.6624,-79.853660996765,9.15120069306585,3,3
14,"Ocotea cernua",1,625953.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.1472,-79.8536581006173,9.15210501244241,3,2
15,"Ocotea cernua",2,625953.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0,-79.8536552041712,9.15300933177304,3,1
16,"Ocotea cernua",0,626053.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4608,-79.8527567928327,9.14938917569145,4,5
17,"Ocotea cernua",0,626053.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8527538949844,9.15029349487065,4,4
18,"Ocotea cernua",1,626053.967,1011768.985,2530,120,"c3","Tb","Swamp","No",0.6592,-79.8527509968375,9.15119781400391,4,3
19,"Ocotea cernua",2,626053.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.0768,-79.8527480983919,9.15210213309126,4,2
20,"Ocotea cernua",1,626053.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0.2112,-79.8527451996478,9.15300645213267,4,1
21,"Ocotea cernua",0,626153.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.2688,-79.8518467977987,9.14938629492502,5,5
22,"Ocotea cernua",0,626153.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0.2112,-79.8518438976531,9.15029061381477,5,4
23,"Ocotea cernua",1,626153.967,1011768.985,2530,120,"c3","Tb","Swamp","No",0.624,-79.8518409972086,9.15119493265859,5,3
24,"Ocotea cernua",1,626153.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.4352,-79.8518380964652,9.15209925145649,5,2
25,"Ocotea cernua",1,626153.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0.608,-79.851835195423,9.15300357020846,5,1
26,"Ocotea cernua",0,626253.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.3648,-79.8509368030636,9.14938341187565,6,5
27,"Ocotea cernua",0,626253.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8509339006206,9.15028773047574,6,4
28,"Ocotea cernua",0,626253.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0.3328,-79.8509309978785,9.15119204902989,6,3
29,"Ocotea cernua",0,626253.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0.6528,-79.8509280948373,9.15209636753811,6,2
30,"Ocotea cernua",1,626253.967,1011968.985,2530,120,"c3","Tb","Young","No",0.6144,-79.8509251914971,9.15300068600041,6,1
31,"Ocotea cernua",0,626353.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.4928,-79.8500268086276,9.14938052654337,7,5
32,"Ocotea cernua",0,626353.967,1011668.985,2530,120,"c3","Tb","OldHigh","No",0.7264,-79.8500239038872,9.15028484485356,7,4
33,"Ocotea cernua",0,626353.967,1011768.985,2530,120,"c2","Tb","OldHigh","No",0.0768,-79.8500209988476,9.15118916311781,7,3
34,"Ocotea cernua",2,626353.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8500180935086,9.15209348133613,7,2
35,"Ocotea cernua",1,626353.967,1011968.985,2530,120,"c3","Tb","Young","No",0.3328,-79.8500151878703,9.15299779950852,7,1
36,"Ocotea cernua",0,626453.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4032,-79.8491168144908,9.14937763892818,8,5
37,"Ocotea cernua",0,626453.967,1011668.985,2530,120,"c3","Tb","OldHigh","No",0.3648,-79.8491139074532,9.15028195694823,8,4
38,"Ocotea cernua",0,626453.967,1011768.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8491110001159,9.15118627492235,8,3
39,"Ocotea cernua",1,626453.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8491080924791,9.15209059285054,8,2
40,"Ocotea cernua",0,626453.967,1011968.985,2530,120,"c3","Tb","OldHigh","No",0.6208,-79.8491051845428,9.1529949107328,8,1
41,"Ocotea cernua",3,626553.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4032,-79.8482068206537,9.14937474903008,9,5
42,"Ocotea cernua",0,626553.967,1011668.985,2530,120,"c3","Tb","OldSlope","No",0.1472,-79.8482039113186,9.15027906675977,9,4
43,"Ocotea cernua",0,626553.967,1011768.985,2530,120,"c3","Tb","OldSlope","No",0.0768,-79.8482010016838,9.15118338444353,9,3
44,"Ocotea cernua",0,626553.967,1011868.985,2530,120,"c3","Tb","OldSlope","No",0.5568,-79.8481980917492,9.15208770208136,9,2
45,"Ocotea cernua",0,626553.967,1011968.985,2530,120,"c3","Tb","OldSlope","Yes",0.3424,-79.8481951815149,9.15299201967325,9,1
46,"Ocotea cernua",0,626653.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.1472,-79.8472968271163,9.14937185684906,10,5
47,"Ocotea cernua",0,626653.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0.3648,-79.8472939154839,9.15027617428817,10,4
48,"Ocotea cernua",0,626653.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0.4608,-79.8472910035516,9.15118049168134,10,3
49,"Ocotea cernua",0,626653.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.4992,-79.8472880913192,9.15208480902858,10,2
50,"Ocotea cernua",0,626653.967,1011968.985,2530,120,"c3","Tb","OldSlope","Yes",0.6368,-79.8472851787867,9.15298912632988,10,1
1,"Ocotea oblonga",0,625753.967,1011568.985,2530,120,"c3","Tb","OldSlope","Yes",0.6272,-79.8554867797253,9.1493978042932,1,5
2,"Ocotea oblonga",0,625753.967,1011668.985,2530,120,"c3","Tb","OldLow","Yes",0.3936,-79.855483888769,9.15030212433934,1,4
3,"Ocotea oblonga",1,625753.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0,-79.8554809975149,9.15120644433956,1,3
4,"Ocotea oblonga",2,625753.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0,-79.8554781059628,9.15211076429386,1,2
5,"Ocotea oblonga",0,625753.967,1011968.985,2530,120,"c3","Tb","OldSlope","No",0.4608,-79.8554752141129,9.15301508420223,1,1
6,"Ocotea oblonga",0,625853.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.0768,-79.8545767837962,9.14939493037555,2,5
7,"Ocotea oblonga",0,625853.967,1011668.985,2530,120,"c3","Tb","OldLow","Yes",0.3808,-79.8545738905426,9.15029925013294,2,4
8,"Ocotea oblonga",0,625853.967,1011768.985,2530,120,"c3","Tb","OldLow","Yes",0.2112,-79.8545709969909,9.1512035698444,2,3
9,"Ocotea oblonga",0,625853.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0,-79.854568103141,9.15210788950995,2,2
10,"Ocotea oblonga",1,625853.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0,-79.8545652089929,9.15301220912956,2,1
11,"Ocotea oblonga",3,625953.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.4032,-79.8536667881653,9.14939205417497,3,5
12,"Ocotea oblonga",0,625953.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8536638926143,9.15029637364337,3,4
13,"Ocotea oblonga",0,625953.967,1011768.985,2530,120,"c3","Tb","OldLow","Yes",0.6624,-79.853660996765,9.15120069306585,3,3
14,"Ocotea oblonga",1,625953.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.1472,-79.8536581006173,9.15210501244241,3,2
15,"Ocotea oblonga",1,625953.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0,-79.8536552041712,9.15300933177304,3,1
16,"Ocotea oblonga",0,626053.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4608,-79.8527567928327,9.14938917569145,4,5
17,"Ocotea oblonga",0,626053.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8527538949844,9.15029349487065,4,4
18,"Ocotea oblonga",0,626053.967,1011768.985,2530,120,"c3","Tb","Swamp","No",0.6592,-79.8527509968375,9.15119781400391,4,3
19,"Ocotea oblonga",0,626053.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.0768,-79.8527480983919,9.15210213309126,4,2
20,"Ocotea oblonga",0,626053.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0.2112,-79.8527451996478,9.15300645213267,4,1
21,"Ocotea oblonga",2,626153.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.2688,-79.8518467977987,9.14938629492502,5,5
22,"Ocotea oblonga",1,626153.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0.2112,-79.8518438976531,9.15029061381477,5,4
23,"Ocotea oblonga",0,626153.967,1011768.985,2530,120,"c3","Tb","Swamp","No",0.624,-79.8518409972086,9.15119493265859,5,3
24,"Ocotea oblonga",0,626153.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.4352,-79.8518380964652,9.15209925145649,5,2
25,"Ocotea oblonga",1,626153.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0.608,-79.851835195423,9.15300357020846,5,1
26,"Ocotea oblonga",0,626253.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.3648,-79.8509368030636,9.14938341187565,6,5
27,"Ocotea oblonga",3,626253.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8509339006206,9.15028773047574,6,4
28,"Ocotea oblonga",1,626253.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0.3328,-79.8509309978785,9.15119204902989,6,3
29,"Ocotea oblonga",0,626253.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0.6528,-79.8509280948373,9.15209636753811,6,2
30,"Ocotea oblonga",1,626253.967,1011968.985,2530,120,"c3","Tb","Young","No",0.6144,-79.8509251914971,9.15300068600041,6,1
31,"Ocotea oblonga",0,626353.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.4928,-79.8500268086276,9.14938052654337,7,5
32,"Ocotea oblonga",2,626353.967,1011668.985,2530,120,"c3","Tb","OldHigh","No",0.7264,-79.8500239038872,9.15028484485356,7,4
33,"Ocotea oblonga",0,626353.967,1011768.985,2530,120,"c2","Tb","OldHigh","No",0.0768,-79.8500209988476,9.15118916311781,7,3
34,"Ocotea oblonga",0,626353.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8500180935086,9.15209348133613,7,2
35,"Ocotea oblonga",1,626353.967,1011968.985,2530,120,"c3","Tb","Young","No",0.3328,-79.8500151878703,9.15299779950852,7,1
36,"Ocotea oblonga",2,626453.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4032,-79.8491168144908,9.14937763892818,8,5
37,"Ocotea oblonga",0,626453.967,1011668.985,2530,120,"c3","Tb","OldHigh","No",0.3648,-79.8491139074532,9.15028195694823,8,4
38,"Ocotea oblonga",2,626453.967,1011768.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8491110001159,9.15118627492235,8,3
39,"Ocotea oblonga",1,626453.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8491080924791,9.15209059285054,8,2
40,"Ocotea oblonga",1,626453.967,1011968.985,2530,120,"c3","Tb","OldHigh","No",0.6208,-79.8491051845428,9.1529949107328,8,1
41,"Ocotea oblonga",2,626553.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4032,-79.8482068206537,9.14937474903008,9,5
42,"Ocotea oblonga",1,626553.967,1011668.985,2530,120,"c3","Tb","OldSlope","No",0.1472,-79.8482039113186,9.15027906675977,9,4
43,"Ocotea oblonga",1,626553.967,1011768.985,2530,120,"c3","Tb","OldSlope","No",0.0768,-79.8482010016838,9.15118338444353,9,3
44,"Ocotea oblonga",1,626553.967,1011868.985,2530,120,"c3","Tb","OldSlope","No",0.5568,-79.8481980917492,9.15208770208136,9,2
45,"Ocotea oblonga",1,626553.967,1011968.985,2530,120,"c3","Tb","OldSlope","Yes",0.3424,-79.8481951815149,9.15299201967325,9,1
46,"Ocotea oblonga",0,626653.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.1472,-79.8472968271163,9.14937185684906,10,5
47,"Ocotea oblonga",1,626653.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0.3648,-79.8472939154839,9.15027617428817,10,4
48,"Ocotea oblonga",1,626653.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0.4608,-79.8472910035516,9.15118049168134,10,3
49,"Ocotea oblonga",1,626653.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.4992,-79.8472880913192,9.15208480902858,10,2
50,"Ocotea oblonga",0,626653.967,1011968.985,2530,120,"c3","Tb","OldSlope","Yes",0.6368,-79.8472851787867,9.15298912632988,10,1
1,"Ocotea puberula",0,625753.967,1011568.985,2530,120,"c3","Tb","OldSlope","Yes",0.6272,-79.8554867797253,9.1493978042932,1,5
2,"Ocotea puberula",0,625753.967,1011668.985,2530,120,"c3","Tb","OldLow","Yes",0.3936,-79.855483888769,9.15030212433934,1,4
3,"Ocotea puberula",0,625753.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0,-79.8554809975149,9.15120644433956,1,3
4,"Ocotea puberula",2,625753.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0,-79.8554781059628,9.15211076429386,1,2
5,"Ocotea puberula",0,625753.967,1011968.985,2530,120,"c3","Tb","OldSlope","No",0.4608,-79.8554752141129,9.15301508420223,1,1
6,"Ocotea puberula",1,625853.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.0768,-79.8545767837962,9.14939493037555,2,5
7,"Ocotea puberula",0,625853.967,1011668.985,2530,120,"c3","Tb","OldLow","Yes",0.3808,-79.8545738905426,9.15029925013294,2,4
8,"Ocotea puberula",2,625853.967,1011768.985,2530,120,"c3","Tb","OldLow","Yes",0.2112,-79.8545709969909,9.1512035698444,2,3
9,"Ocotea puberula",0,625853.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0,-79.854568103141,9.15210788950995,2,2
10,"Ocotea puberula",2,625853.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0,-79.8545652089929,9.15301220912956,2,1
11,"Ocotea puberula",1,625953.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.4032,-79.8536667881653,9.14939205417497,3,5
12,"Ocotea puberula",0,625953.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8536638926143,9.15029637364337,3,4
13,"Ocotea puberula",3,625953.967,1011768.985,2530,120,"c3","Tb","OldLow","Yes",0.6624,-79.853660996765,9.15120069306585,3,3
14,"Ocotea puberula",0,625953.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.1472,-79.8536581006173,9.15210501244241,3,2
15,"Ocotea puberula",3,625953.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0,-79.8536552041712,9.15300933177304,3,1
16,"Ocotea puberula",0,626053.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4608,-79.8527567928327,9.14938917569145,4,5
17,"Ocotea puberula",0,626053.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8527538949844,9.15029349487065,4,4
18,"Ocotea puberula",0,626053.967,1011768.985,2530,120,"c3","Tb","Swamp","No",0.6592,-79.8527509968375,9.15119781400391,4,3
19,"Ocotea puberula",1,626053.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.0768,-79.8527480983919,9.15210213309126,4,2
20,"Ocotea puberula",2,626053.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0.2112,-79.8527451996478,9.15300645213267,4,1
21,"Ocotea puberula",0,626153.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.2688,-79.8518467977987,9.14938629492502,5,5
22,"Ocotea puberula",0,626153.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0.2112,-79.8518438976531,9.15029061381477,5,4
23,"Ocotea puberula",0,626153.967,1011768.985,2530,120,"c3","Tb","Swamp","No",0.624,-79.8518409972086,9.15119493265859,5,3
24,"Ocotea puberula",1,626153.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.4352,-79.8518380964652,9.15209925145649,5,2
25,"Ocotea puberula",1,626153.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0.608,-79.851835195423,9.15300357020846,5,1
26,"Ocotea puberula",0,626253.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.3648,-79.8509368030636,9.14938341187565,6,5
27,"Ocotea puberula",0,626253.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8509339006206,9.15028773047574,6,4
28,"Ocotea puberula",0,626253.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0.3328,-79.8509309978785,9.15119204902989,6,3
29,"Ocotea puberula",1,626253.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0.6528,-79.8509280948373,9.15209636753811,6,2
30,"Ocotea puberula",0,626253.967,1011968.985,2530,120,"c3","Tb","Young","No",0.6144,-79.8509251914971,9.15300068600041,6,1
31,"Ocotea puberula",0,626353.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.4928,-79.8500268086276,9.14938052654337,7,5
32,"Ocotea puberula",0,626353.967,1011668.985,2530,120,"c3","Tb","OldHigh","No",0.7264,-79.8500239038872,9.15028484485356,7,4
33,"Ocotea puberula",0,626353.967,1011768.985,2530,120,"c2","Tb","OldHigh","No",0.0768,-79.8500209988476,9.15118916311781,7,3
34,"Ocotea puberula",0,626353.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8500180935086,9.15209348133613,7,2
35,"Ocotea puberula",0,626353.967,1011968.985,2530,120,"c3","Tb","Young","No",0.3328,-79.8500151878703,9.15299779950852,7,1
36,"Ocotea puberula",0,626453.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4032,-79.8491168144908,9.14937763892818,8,5
37,"Ocotea puberula",0,626453.967,1011668.985,2530,120,"c3","Tb","OldHigh","No",0.3648,-79.8491139074532,9.15028195694823,8,4
38,"Ocotea puberula",0,626453.967,1011768.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8491110001159,9.15118627492235,8,3
39,"Ocotea puberula",0,626453.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8491080924791,9.15209059285054,8,2
40,"Ocotea puberula",0,626453.967,1011968.985,2530,120,"c3","Tb","OldHigh","No",0.6208,-79.8491051845428,9.1529949107328,8,1
41,"Ocotea puberula",0,626553.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4032,-79.8482068206537,9.14937474903008,9,5
42,"Ocotea puberula",0,626553.967,1011668.985,2530,120,"c3","Tb","OldSlope","No",0.1472,-79.8482039113186,9.15027906675977,9,4
43,"Ocotea puberula",0,626553.967,1011768.985,2530,120,"c3","Tb","OldSlope","No",0.0768,-79.8482010016838,9.15118338444353,9,3
44,"Ocotea puberula",0,626553.967,1011868.985,2530,120,"c3","Tb","OldSlope","No",0.5568,-79.8481980917492,9.15208770208136,9,2
45,"Ocotea puberula",1,626553.967,1011968.985,2530,120,"c3","Tb","OldSlope","Yes",0.3424,-79.8481951815149,9.15299201967325,9,1
46,"Ocotea puberula",0,626653.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.1472,-79.8472968271163,9.14937185684906,10,5
47,"Ocotea puberula",0,626653.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0.3648,-79.8472939154839,9.15027617428817,10,4
48,"Ocotea puberula",1,626653.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0.4608,-79.8472910035516,9.15118049168134,10,3
49,"Ocotea puberula",0,626653.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.4992,-79.8472880913192,9.15208480902858,10,2
50,"Ocotea puberula",0,626653.967,1011968.985,2530,120,"c3","Tb","OldSlope","Yes",0.6368,-79.8472851787867,9.15298912632988,10,1
1,"Ocotea whitei",1,625753.967,1011568.985,2530,120,"c3","Tb","OldSlope","Yes",0.6272,-79.8554867797253,9.1493978042932,1,5
2,"Ocotea whitei",0,625753.967,1011668.985,2530,120,"c3","Tb","OldLow","Yes",0.3936,-79.855483888769,9.15030212433934,1,4
3,"Ocotea whitei",2,625753.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0,-79.8554809975149,9.15120644433956,1,3
4,"Ocotea whitei",3,625753.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0,-79.8554781059628,9.15211076429386,1,2
5,"Ocotea whitei",16,625753.967,1011968.985,2530,120,"c3","Tb","OldSlope","No",0.4608,-79.8554752141129,9.15301508420223,1,1
6,"Ocotea whitei",3,625853.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.0768,-79.8545767837962,9.14939493037555,2,5
7,"Ocotea whitei",0,625853.967,1011668.985,2530,120,"c3","Tb","OldLow","Yes",0.3808,-79.8545738905426,9.15029925013294,2,4
8,"Ocotea whitei",1,625853.967,1011768.985,2530,120,"c3","Tb","OldLow","Yes",0.2112,-79.8545709969909,9.1512035698444,2,3
9,"Ocotea whitei",1,625853.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0,-79.854568103141,9.15210788950995,2,2
10,"Ocotea whitei",3,625853.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0,-79.8545652089929,9.15301220912956,2,1
11,"Ocotea whitei",3,625953.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.4032,-79.8536667881653,9.14939205417497,3,5
12,"Ocotea whitei",0,625953.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8536638926143,9.15029637364337,3,4
13,"Ocotea whitei",0,625953.967,1011768.985,2530,120,"c3","Tb","OldLow","Yes",0.6624,-79.853660996765,9.15120069306585,3,3
14,"Ocotea whitei",1,625953.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.1472,-79.8536581006173,9.15210501244241,3,2
15,"Ocotea whitei",1,625953.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0,-79.8536552041712,9.15300933177304,3,1
16,"Ocotea whitei",2,626053.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4608,-79.8527567928327,9.14938917569145,4,5
17,"Ocotea whitei",0,626053.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8527538949844,9.15029349487065,4,4
18,"Ocotea whitei",0,626053.967,1011768.985,2530,120,"c3","Tb","Swamp","No",0.6592,-79.8527509968375,9.15119781400391,4,3
19,"Ocotea whitei",1,626053.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.0768,-79.8527480983919,9.15210213309126,4,2
20,"Ocotea whitei",5,626053.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0.2112,-79.8527451996478,9.15300645213267,4,1
21,"Ocotea whitei",12,626153.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.2688,-79.8518467977987,9.14938629492502,5,5
22,"Ocotea whitei",0,626153.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0.2112,-79.8518438976531,9.15029061381477,5,4
23,"Ocotea whitei",0,626153.967,1011768.985,2530,120,"c3","Tb","Swamp","No",0.624,-79.8518409972086,9.15119493265859,5,3
24,"Ocotea whitei",2,626153.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.4352,-79.8518380964652,9.15209925145649,5,2
25,"Ocotea whitei",1,626153.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0.608,-79.851835195423,9.15300357020846,5,1
26,"Ocotea whitei",15,626253.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.3648,-79.8509368030636,9.14938341187565,6,5
27,"Ocotea whitei",1,626253.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8509339006206,9.15028773047574,6,4
28,"Ocotea whitei",0,626253.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0.3328,-79.8509309978785,9.15119204902989,6,3
29,"Ocotea whitei",0,626253.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0.6528,-79.8509280948373,9.15209636753811,6,2
30,"Ocotea whitei",0,626253.967,1011968.985,2530,120,"c3","Tb","Young","No",0.6144,-79.8509251914971,9.15300068600041,6,1
31,"Ocotea whitei",29,626353.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.4928,-79.8500268086276,9.14938052654337,7,5
32,"Ocotea whitei",4,626353.967,1011668.985,2530,120,"c3","Tb","OldHigh","No",0.7264,-79.8500239038872,9.15028484485356,7,4
33,"Ocotea whitei",2,626353.967,1011768.985,2530,120,"c2","Tb","OldHigh","No",0.0768,-79.8500209988476,9.15118916311781,7,3
34,"Ocotea whitei",0,626353.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8500180935086,9.15209348133613,7,2
35,"Ocotea whitei",0,626353.967,1011968.985,2530,120,"c3","Tb","Young","No",0.3328,-79.8500151878703,9.15299779950852,7,1
36,"Ocotea whitei",11,626453.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4032,-79.8491168144908,9.14937763892818,8,5
37,"Ocotea whitei",8,626453.967,1011668.985,2530,120,"c3","Tb","OldHigh","No",0.3648,-79.8491139074532,9.15028195694823,8,4
38,"Ocotea whitei",0,626453.967,1011768.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8491110001159,9.15118627492235,8,3
39,"Ocotea whitei",0,626453.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8491080924791,9.15209059285054,8,2
40,"Ocotea whitei",0,626453.967,1011968.985,2530,120,"c3","Tb","OldHigh","No",0.6208,-79.8491051845428,9.1529949107328,8,1
41,"Ocotea whitei",2,626553.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4032,-79.8482068206537,9.14937474903008,9,5
42,"Ocotea whitei",7,626553.967,1011668.985,2530,120,"c3","Tb","OldSlope","No",0.1472,-79.8482039113186,9.15027906675977,9,4
43,"Ocotea whitei",7,626553.967,1011768.985,2530,120,"c3","Tb","OldSlope","No",0.0768,-79.8482010016838,9.15118338444353,9,3
44,"Ocotea whitei",5,626553.967,1011868.985,2530,120,"c3","Tb","OldSlope","No",0.5568,-79.8481980917492,9.15208770208136,9,2
